订单编号,富龙实收金额,通联实扣金额
2005880000052431722378654253421647,266.67,266.67
2005880000052431722378632611670104,266.66,266.66
2005880000052431722437533853866296,83.37,83.37
2005880000052431722376315928755651,83.37,83.37
2005880000052431722411164312204395,200,200
2005880000052431722356351381852882,83.37,83.37
2005880000052431722396445244007789,150,150
2005880000052431722380643796838656,208.37,208.37
2005880000052431722377765128835794,50,50
2005880000052431722396407449852368,83.35,83.35
2005880000052431722411164878075777,66.34,66.34
2005880000052431722409820046667087,166.63,166.63
2005880000052431722421336421093958,100,100
2005880000052431722392381669927496,833.35,833.35
B240731205104730323,1200,1200
2005880000052431722413173222869798,88.89,88.89
2005880000052431722397365241724379,166.65,166.65
2005880000052431722422185013818761,175,175
2005880000052431722395226169930052,241.63,241.63
2005880000052431722433058930130170,166.63,166.63
2005880000052431722408954104491984,250,250
2005880000052431722411795655020270,41.63,41.63
2005880000052431722390753943820000,1666.66,1666.66
2005880000052431722410382459558372,200,200
B240731063409683145,1800,1800
2005880000052431722422332203197196,466.65,466.65
2005880000052431722411165870199590,166.65,166.65
2005880000052431722406900895059028,166.66,166.66
2005880000052431722396746162982410,83.35,83.35
2005880000052431722435592552686868,1000,1000
2005880000052431722435622713254895,11.94,11.94
2005880000052431722435592552686868,988.06,988.06
2005880000052431722435592552686868,1000,1000
2005880000052431722435592552686868,1000,1000
2005880000052431722435592552686868,1000,1000
2005880000052431722435592552686868,1000,1000
2005880000052431722366134338385489,83.33,83.33
2005880000052431722366096855563381,83.33,83.33
2005880000052431722366146807742840,83.33,83.33
2005880000052431722365998395316566,83.37,83.37
2005880000052431722366277557427531,83.33,83.33
2005880000052431722366120910694815,83.33,83.33
2005880000052431722366104413160175,83.33,83.33
2005880000052431722366016878360076,83.33,83.33
2005880000052431722404472439199725,533.37,533.37
2005880000052431722393251703955028,41.63,41.63
2005880000052431722383997415388060,750,750
2005880000052431722399561177972262,66.67,66.67
2005880000052431722410486123081188,916.67,916.67
2005880000052431722386462267284542,833.33,833.33
2005880000052431722435565885943532,833.33,833.33
2005880000052431722414213672118785,750,750
2005880000052431722415446203585422,833.33,833.33
2005880000052431722430372955760975,666.67,666.67
2005880000052431722398653137833528,833.33,833.33
2005880000052431722422467747497487,666.67,666.67
2005880000052431722421548782791845,833.33,833.33
2005880000052431722422493485748071,50,50
2005880000052431722414391022280054,750,750
2005880000052431722426641077964200,750,750
2005880000052431722359508652732642,416.67,416.67
2005880000052431722432549789960598,1000,1000
2005880000052431722418160875603412,666.67,666.67
B2024073118000492705,58.33,58.33
B2024073118000492705,58.33,58.33
B2024073118000492705,58.33,58.33
B2024073112000212184,68.33,68.33
B2024073112000212184,68.33,68.33
B2024073112000212184,68.33,68.33
B2024073112000212184,68.33,68.33
B2024073118000558529,83.33,83.33
B2024073118000558529,83.33,83.33
B2024073118000558529,83.33,83.33
B2024073118000558529,83.33,83.33
2005880000052431722402182610892929,166.67,166.67
2005880000052431722415661876677751,288.89,288.89
2005880000052431722415693101454252,111.11,111.11
2005880000052431722393155583406027,99.21,99.21
B2024073117000333888,166.67,166.67
B2024073110000020180,83.33,83.33
2005880000052431722392599001685495,191.67,191.67
2005880000052431722418040574345875,416.67,416.67
2005880000052431722418020158245964,416.67,416.67
2005880000052431722417433760093178,41.67,41.67
2005880000052431722408735084468680,41.67,41.67
2005880000052431722408735618835793,83.33,83.33
2005880000052431722376218676455061,41.67,41.67
2005880000052431722430498689681480,141.67,141.67
2005880000052431722392017004614158,70.77,70.77
2005880000052431722415696735449782,133.33,133.33
2005880000052431722383763626332741,416.67,416.67
2005880000052431722407009721470259,133.33,133.33
2005880000052431722390035874161223,66.67,66.67
2005880000052431722413142635554032,75,75
B2024073117000334827,250,250
2005880000052431722380599561505972,91.67,91.67
2005880000052431722411689721035799,666.67,666.67
2005880000052431722408738063301112,41.67,41.67
2005880000052431722433350020033290,108.33,108.33
2005880000052431722440845631460667,83.33,83.33
2005880000052431722380638402628964,166.67,166.67
2005880000052431722440846619713880,91.67,91.67
2005880000052431722408745441648184,58.33,58.33
2005880000052431722399922625419168,150,150
2005880000052431722408746505706143,41.67,41.67
2005880000052431722415698324141949,105.56,105.56
2005880000052431722386698257941092,125,125
2005880000052431722415763423707234,88.67,88.67
2005880000052431722390038141070154,49.09,49.09
2005880000052431722415628852988010,41.67,41.67
2005880000052431722393125346098683,41.67,41.67
2005880000052431722409814823111980,200,200
B240731153740711640,100,100
B240731004122677804,300,300
2005880000052431722357681882850941,150,150
2005880000052431722397002625668284,183.33,183.33
2005880000052431722408363151708958,125,125
2005880000052431722413143265505589,66.67,66.67
2005880000052431722413252841583448,66.67,66.67
2005880000052431722380638982014714,100,100
2005880000052431722430023675938248,250,250
2005880000052431722430850596305059,166.67,166.67
2005880000052431722380600391606558,83.33,83.33
2005880000052431722430849855906820,83.17,83.17
B2024073110000020204,41.67,41.67
2005880000052431722409815332751433,75,75
2005880000052431722392126824519214,43.17,43.17
2005880000052431722440848772833894,58.33,58.33
2005880000052431722399923333061689,108.33,108.33
B2024073120000648362,33.33,33.33
2005880000052431722396559453296983,333.33,333.33
2005880000052431722440849392512666,50,50
2005880000052431722394620319424321,275,275
2005880000052431722420159334361045,158.33,158.33
B240731221211734657,203.94,203.94
B2024073118000637327,184.3,184.3
2005880000052431722357380157729556,29.66,29.66
2005880000052431722357381098491024,83.33,83.33
2005880000052431722376219957070091,41.67,41.67
2005880000052431722389063991020956,100,100
2005880000052431722397003093432545,200,200
2005880000052431722416831840284325,72.22,72.22
2005880000052431722402391004214756,41.67,41.67
2005880000052431722402409975145129,41.67,41.67
2005880000052431722394358117600289,100,100
2005880000052431722430851285137742,141.67,141.67
B2024073117000336468,58.33,58.33
2005880000052431722395221596715141,216.67,216.67
2005880000052431722395358194980872,216.67,216.67
2005880000052431722395340768967025,216.67,216.67
2005880000052431722433350947609730,208.33,208.33
2005880000052431722408794972991471,100,100
2005880000052431722408742301471019,41.67,41.67
2005880000052431722409815826963393,88.89,88.89
2005880000052431722430026146994332,106.67,106.67
2005880000052431722430500598021114,100,100
2005880000052431722430026748147149,118.62,118.62
2005880000052431722416832779059764,277.78,277.78
2005880000052431722397361909714408,166.67,166.67
2005880000052431722430853399495445,41.67,41.67
2005880000052431722396452833524951,233.33,233.33
2005880000052431722392137958703819,233.33,233.33
2005880000052431722425172095096532,41.67,41.67
2005880000052431722380601789836801,166.67,166.67
B240731171234716464,333.32,333.32
2005880000052431722357769469985184,91.67,91.67
2005880000052431722376222371117034,166.67,166.67
2005880000052431722422355277206776,83.33,83.33
2005880000052431722422355903436370,83.33,83.33
2005880000052431722381662630487660,66.67,66.67
2005880000052431722403466983178168,166.67,166.67
2005880000052431722390040718911642,25,25
2005880000052431722402193045323550,383.33,383.33
2005880000052431722376223809423683,83.33,83.33
2005880000052431722430079373970125,66.67,66.67
B240731123429703327,766.68,766.68
2005880000052431722400047146998131,41.67,41.67
2005880000052431722357994867876393,116.67,116.67
2005880000052431722399807140012053,166.67,166.67
B2024073120000649911,58.33,58.33
2005880000052431722415768246804093,133.33,133.33
2005880000052431722389016039616700,200,200
2005880000052431722402411804932266,83.33,83.33
2005880000052431722402392808906318,83.33,83.33
2005880000052431722440851903893468,175,175
2005880000052431722417083088610779,100,100
2005880000052431722408744850090510,200,200
2005880000052431722411162270549705,583.33,583.33
2005880000052431722430079939251434,66.67,66.67
B240731095825688526,333.32,333.32
2005880000052431722390882755304996,83.33,83.33
2005880000052431722391255186744701,400,400
2005880000052431722391270908610807,400,400
2005880000052431722390041940931209,58.33,58.33
2005880000052431722358942791069022,41.67,41.67
2005880000052431722358874152172838,41.67,41.67
2005880000052431722388593470633740,183.33,183.33
2005880000052431722388624831434954,183.33,183.33
2005880000052431722436034195303546,41.67,41.67
2005880000052431722402193697644060,125,125
2005880000052431722439563366273754,108.33,108.33
2005880000052431722402194343888014,141.67,141.67
2005880000052431722389016640157882,216.67,216.67
2005880000052431722430321784265592,41.67,41.67
2005880000052431722430855423633916,100,100
2005880000052431722359738953911044,83.33,83.33
2005880000052431722392602328567218,108.33,108.33
2005880000052431722396805967740993,175,175
2005880000052431722417084081771269,141.67,141.67
2005880000052431722408746269382732,83.33,83.33
2005880000052431722397655714996372,1091.67,1091.67
2005880000052431722427874065246733,458.33,458.33
2005880000052431722427861736087604,458.33,458.33
2005880000052431722427847744266443,458.33,458.33
2005880000052431722440868154649991,100,100
2005880000052431722380603171129011,91.67,91.67
2005880000052431722392139790281151,216.67,216.67
2005880000052431722394921467046977,100,100
2005880000052431722403798764408164,233.34,233.34
2005880000052431722396577809181134,366.65,366.65
2005880000052431722396407954695058,83.35,83.35
2005880000052431722396408390267014,83.35,83.35
2005880000052431722396408864314150,66.63,66.63
2005880000052431722421337216994950,100,100
2005880000052431722393752481306253,141.63,141.63
2005880000052431722410379459089642,333.34,333.34
2005880000052431722410379956217870,233.34,233.34
2005880000052431722420182192210668,91.67,91.67
2005880000052431722419978970453798,91.63,91.63
2005880000052431722410380438541303,333.34,333.34
2005880000052431722410380963719566,333.34,333.34
2005880000052431722358281680982232,333.35,333.35
2005880000052431722372869985027691,544.48,544.48
2005880000052431722364449135409241,133.35,133.35
2005880000052431722395385605128592,166.65,166.65
2005880000052431722433059589747302,91.63,91.63
2005880000052431722359835395633406,83.33,83.33
2005880000052431722420101676807991,55.56,55.56
2005880000052431722398691041149870,116.67,116.67
2005880000052431722430502256945910,108.33,108.33
2005880000052431722373474538960624,83.33,83.33
2005880000052431722389017235908282,225,225
2005880000052431722425054251511051,158.33,158.33
2005880000052431722436036827504763,41.67,41.67
2005880000052431722397362600370984,408.33,408.33
2005880000052431722397005333574781,166.67,166.67
2005880000052431722419037671996953,41.67,41.67
2005880000052431722392602924801150,233.33,233.33
2005880000052431722373476020114238,83.33,83.33
B2024073120000651933,28.17,28.17
2005880000052431722394390444739324,75,75
2005880000052431722394380309706703,75,75
2005880000052431722376311636490613,166.67,166.67
2005880000052431722427369063753387,241.67,241.67
2005880000052431722373476893203345,266.67,266.67
B240731221138734631,408.31,408.31
2005880000052431722433055652789991,166.67,166.67
2005880000052431722427420478284605,325,325
2005880000052431722411681450936315,183.33,183.33
2005880000052431722396400728185363,56.5,56.5
2005880000052431722432416293111440,541.67,541.67
2005880000052431722432430397448052,541.67,541.67
2005880000052431722396561996928507,200,200
2005880000052431722421385069407955,666.67,666.67
2005880000052431722433351665885367,616.67,616.67
2005880000052431722358876555888438,41.67,41.67
2005880000052431722358945115132293,41.67,41.67
2005880000052431722395223664137001,275,275
2005880000052431722396442781139096,191.67,191.67
2005880000052431722387966395727217,833.33,833.33
2005880000052431722387966395727217,833.33,833.33
2005880000052431722387966395727217,833.33,833.33
2005880000052431722387966395727217,833.35,833.35
2005880000052431722387966395727217,833.33,833.33
2005880000052431722387966395727217,833.33,833.33
2005880000052431722395386449148709,83.35,83.35
2005880000052431722413145210147489,66.67,66.67
2005880000052431722413119717419589,66.64,66.64
2005880000052431722393989175556496,833.33,833.33
2005880000052431722419953474565457,916.67,916.67
2005880000052431722386496399504221,666.67,666.67
2005880000052431722415886114137492,916.67,916.67
2005880000052431722399568969025710,75,75
2005880000052431722423992962182371,916.67,916.67
200588000005243022024073112000003209,8.08,8.08
B2024073112000075567,0,0
B2024073112000085539,0,0
2005880000052431722388625572265584,133.33,133.33
2005880000052431722388594364690018,133.33,133.33
2005880000052431722407250249205522,283.33,283.33
2005880000052431722396401640307559,83.33,83.33
2005880000052431722409817689736730,466.67,466.67
2005880000052431722394922514862164,116.67,116.67
2005880000052431722415631284884601,41.67,41.67
2005880000052431722430316935875801,83.33,83.33
2005880000052431722402196145361272,241.67,241.67
2005880000052431722420976974863074,633.33,633.33
2005880000052431722427761899961206,50,50
2005880000052431722392604589145012,133.33,133.33
2005880000052431722381423153374259,66.67,66.67
2005880000052431722424454977541855,116.67,116.67
2005880000052431722396019324870789,300,300
2005880000052431722396454832608352,216.67,216.67
2005880000052431722407015413408472,41.67,41.67
2005880000052431722417440990212206,125,125
2005880000052431722386716784636557,916.67,916.67
2005880000052431722396403116868257,41.67,41.67
2005880000052431722396403683327032,166.67,166.67
2005880000052431722396404189016555,333.33,333.33
2005880000052431722407016021879280,91.67,91.67
2005880000052431722422489690188880,333.33,333.33
2005880000052431722356533055756329,191.67,191.67
2005880000052431722422361056320267,208.33,208.33
2005880000052431722416833797610806,383.33,383.33
2005880000052431722358946890318855,125,125
2005880000052431722358878220142667,125,125
2005880000052431722411174659988651,225,225
2005880000052431722358948209776555,66.67,66.67
2005880000052431722358879477690630,66.67,66.67
2005880000052431722400051565380633,66.67,66.67
2005880000052431722430029809131592,166.67,166.67
2005880000052431722373478352136013,311.11,311.11
2005880000052431722402396807145699,133.33,133.33
2005880000052431722402415439980732,133.33,133.33
2005880000052431722415631791811179,41.67,41.67
2005880000052431722411683851820103,250,250
2005880000052431722409818678777406,300,300
2005880000052431722422611004390914,132.12,132.12
2005880000052431722417441612933735,216.67,216.67
B2024073110000020200,41.67,41.67
2005880000052431722419432968117718,100,100
2005880000052431722415834809817133,177.33,177.33
2005880000052431722427863582970365,208.33,208.33
2005880000052431722427875909212360,208.33,208.33
2005880000052431722427849620390507,208.33,208.33
2005880000052431722396019864914252,116.67,116.67
2005880000052431722386718724690792,333.33,333.33
2005880000052431722378893854146182,308.33,308.33
2005880000052431722376312196306867,83.33,83.33
2005880000052431722428012715918605,283.33,283.33
2005880000052431722397656623436035,41.67,41.67
2005880000052431722423077783169876,116.67,116.67
2005880000052431722426543585843306,383.33,383.33
2005880000052431722413256056742719,133.33,133.33
2005880000052431722413146419652375,133.33,133.33
B240731173333717917,4333.34,4333.34
2005880000052431722418352086430361,2166.67,2166.67
B2024073112000172727,205,205
B2024073118000519864,64.28,64.28
B2024073118000519864,64.28,64.28
B2024073118000519864,64.28,64.28
B2024073118000519864,64.28,64.28
B2024073118000519864,64.28,64.28
B2024073118000519864,64.28,64.28
B2024073118000537150,51.87,51.87
B2024073118000537150,51.87,51.87
2005880000052431722416829296784694,111.11,111.11
B2024073117000333486,166.67,166.67
2005880000052431722415694083785608,88.67,88.67
2005880000052431722408699390205929,41.67,41.67
B2024073110000020190,41.67,41.67
2005880000052431722408744928628091,41.67,41.67
B2024073118000619007,83.33,83.33
B2024073118000619007,83.33,83.33
B2024073118000619007,83.33,83.33
B2024073118000619007,83.33,83.33
B2024073118000619007,83.33,83.33
B2024073118000619007,83.33,83.33
B2024073118000619007,83.33,83.33
B2024073118000619007,83.33,83.33
B2024073118000619007,83.33,83.33
B2024073118000619007,83.33,83.33
B2024073118000619212,56.33,56.33
B2024073110000020186,166.67,166.67
2005880000052431722377647165464321,83.33,83.33
2005880000052431722427845920584851,783.33,783.33
2005880000052431722419040453098071,50,50
2005880000052431722433352953911626,233.33,233.33
2005880000052431722422361569467332,116.67,116.67
2005880000052431722392606861343075,191.67,191.67
2005880000052431722420978420673321,333.33,333.33
2005880000052431722406895679076711,500,500
2005880000052431722438432564635119,66.5,66.5
2005880000052431722427850238017294,266.67,266.67
2005880000052431722427864155613728,266.67,266.67
2005880000052431722427876502965993,266.67,266.67
2005880000052431722408749277219918,41.67,41.67
2005880000052431722389018892350559,208.33,208.33
2005880000052431722356270359850333,158.33,158.33
2005880000052431722430503815078981,116.67,116.67
2005880000052431722357388643984873,133.33,133.33
2005880000052431722389067678254688,100,100
2005880000052431722390045372862839,100,100
2005880000052431722402311489651755,1466.67,1466.67
2005880000052431722384032873550225,250,250
2005880000052431722407251358162595,266.67,266.67
2005880000052431722403700375259518,122.22,122.22
2005880000052431722398692800666406,133.33,133.33
2005880000052431722408783286900175,50,50
2005880000052431722408783777354870,66.67,66.67
2005880000052431722408749849285447,125,125
2005880000052431722397713860835853,66.67,66.67
2005880000052431722377660657101116,266.67,266.67
B240731171153716371,416.7,416.7
2005880000052431722411684469234285,250,250
2005880000052431722392405867682906,66.33,66.33
2005880000052431722438456657033572,533.33,533.33
2005880000052431722392608981410197,66.67,66.67
B240731103327691165,916.7,916.7
2005880000052431722388626922956025,141.67,141.67
2005880000052431722388595657728719,141.67,141.67
2005880000052431722440870737918353,100,100
2005880000052431722423145903453724,233.33,233.33
2005880000052431722394622159629643,250,250
2005880000052431722397715331042952,41.67,41.67
2005880000052431722388132057931955,91.67,91.67
2005880000052431722397834272076420,316.67,316.67
2005880000052431722421335152533344,100,100
B2024073110000019681,275,275
2005880000052431722397364623487119,166.67,166.67
2005880000052431722437529751828727,83.33,83.33
2005880000052431722412431615250882,466.67,466.67
2005880000052431722374329037718155,333.33,333.33
2005880000052431722432983789567083,66.67,66.67
2005880000052431722408369123901359,733.33,733.33
2005880000052431722397849069422533,266.67,266.67
2005880000052431722415840527397193,315.15,315.15
2005880000052431722420105185981764,58.33,58.33
2005880000052431722381424637478467,66.67,66.67
2005880000052431722419041592290908,50,50
2005880000052431722377661869879125,58.33,58.33
2005880000052431722396020339552675,100,100
2005880000052431722389068202545990,100,100
2005880000052431722397716516836059,41.67,41.67
2005880000052431722397717176165799,41.67,41.67
2005880000052431722397717767147327,41.67,41.67
2005880000052431722407017885349419,166.67,166.67
2005880000052431722392610243156423,233.33,233.33
2005880000052431722430030548428382,166.67,166.67
2005880000052431722402314299601802,333.33,333.33
2005880000052431722411163646317979,444.44,444.44
2005880000052431722394361425865615,100,100
2005880000052431722430701468391585,88.89,88.89
2005880000052431722357391065502690,41.67,41.67
2005880000052431722391258404500626,266.67,266.67
2005880000052431722391316474027698,266.67,266.67
2005880000052431722391297802283790,266.67,266.67
2005880000052431722391272953194854,266.67,266.67
2005880000052431722391284856595682,266.67,266.67
2005880000052431722409344306135784,1933.33,1933.33
2005880000052431722440871392300287,83.33,83.33
2005880000052431722410338616907648,233.33,233.33
2005880000052431722406391687644752,41.67,41.67
2005880000052431722407627467609667,166.67,166.67
2005880000052431722382967336796474,783.33,783.33
2005880000052431722420980057306482,38.17,38.17
2005880000052431722386704195449375,125,125
2005880000052431722407628113212713,83.33,83.33
B2024073110000020205,66.34,66.34
2005880000052431722421603465012297,50,50
2005880000052431722396406590484050,41.67,41.67
2005880000052431722439351330788606,55.56,55.56
2005880000052431722439353196472807,83.33,83.33
2005880000052431722439353903027314,41.67,41.67
2005880000052431722404528721655285,241.67,241.67
2005880000052431722378875514710220,216.67,216.67
2005880000052431722378673414623882,216.67,216.67
2005880000052431722378708180587351,216.67,216.67
2005880000052431722378653704118840,216.67,216.67
2005880000052431722378736414489249,216.67,216.67
2005880000052431722378922286346865,216.67,216.67
2005880000052431722378757959742435,216.67,216.67
2005880000052431722378692171960934,216.67,216.67
2005880000052431722378631992931277,216.67,216.67
2005880000052431722378961566837991,216.67,216.67
2005880000052431722378896324967906,216.67,216.67
2005880000052431722425057267431660,191.67,191.67
2005880000052431722430321113381602,66.67,66.67
2005880000052431722403798117994260,666.66,666.66
2005880000052431722389068674623054,100,100
2005880000052431722376315458433288,41.63,41.63
2005880000052431722376217769301448,83.33,83.33
2005880000052431722427363839568845,38.78,38.78
2005880000052431722415697536435714,61.11,61.11
2005880000052431722393124824477665,41.67,41.67
2005880000052431722404527501991466,333.33,333.33
2005880000052431722436031888098650,41.67,41.67
B2024073112000298800,0,0
2005880000052431722406894197958466,350,350
2005880000052431722408736853770243,41.67,41.67
2005880000052431722440864415640481,58.33,58.33
2005880000052431722402545118395817,416.67,416.67
2005880000052431722396016102059225,141.67,141.67
2005880000052431722416829816838778,555.56,555.56
2005880000052431722414710102676246,333.33,333.33
2005880000052431722394356385319853,75,75
2005880000052431722435786375736259,66.67,66.67
2005880000052431722384194018350519,116.67,116.67
2005880000052431722397001807446719,191.67,191.67
2005880000052431722409814283606680,241.67,241.67
2005880000052431722408739881070498,58.33,58.33
2005880000052431722398687849959631,75,75
2005880000052431722358866251497581,208.33,208.33
2005880000052431722386697546659323,166.67,166.67
2005880000052431722402389748918518,175,175
2005880000052431722402187110777970,111.11,111.11
2005880000052431722408362178117465,516.67,516.67
2005880000052431722392758669523695,300,300
2005880000052431722419042231654768,177.76,177.76
2005880000052431722397660715786568,41.63,41.63
2005880000052431722438347076456760,222.24,222.24
2005880000052431722407019150275098,141.63,141.63
2005880000052431722402316854397296,166.66,166.66
2005880000052431722427371626340043,250,250
2005880000052431722382946214309815,733.35,733.35
2005880000052431722428985310540472,58.37,58.37
2005880000052431722392759765002135,333.34,333.34
2005880000052431722441131268948654,50,50
2005880000052431722396020887872787,108.37,108.37
2005880000052431722401116753451655,1333.33,1333.33
2005880000052431722401100053983415,1333.34,1333.34
2005880000052431722401134083073136,1333.33,1333.33
2005880000052431722421897912767892,233.34,233.34
2005880000052431722430702253400802,66.63,66.63
2005880000052431722419614179732013,333.37,333.37
2005880000052431722419635454134180,333.33,333.33
2005880000052431722416855372599488,166.65,166.65
2005880000052431722410381463522412,333.34,333.34
2005880000052431722391326859317407,300,300
2005880000052431722391259212962678,300,300
2005880000052431722391317123616388,300,300
2005880000052431722391298353400763,300,300
2005880000052431722391285417508730,300,300
2005880000052431722391273451240083,300,300
2005880000052431722420162314518258,241.63,241.63
2005880000052431722382466008218198,66.63,66.63
2005880000052431722434271492794149,166.67,166.67
2005880000052431722434262674203851,166.66,166.66
2005880000052431722419877457432285,433.33,433.33
2005880000052431722396106752397023,750,750
2005880000052431722406501599318864,500,500
200588000005243022024073110000001757,750,750
2005880000052431722386129638329493,666.67,666.67
2005880000052431722425879181831052,666.67,666.67
2005880000052431722414097896053693,833.33,833.33
2005880000052431722359521851269771,250,250
2005880000052431722419635553675239,833.33,833.33
2005880000052431722426014583906932,689.63,689.63
2005880000052431722389014182509391,208.33,208.33
2005880000052431722393400229470553,425,425
2005880000052431722393423559579287,425,425
2005880000052431722427365267972260,36.75,36.75
2005880000052431722381419662637860,78.83,78.83
2005880000052431722381491404731594,78.83,78.83
2005880000052431722389063335003842,100,100
2005880000052431722396397906015095,166.67,166.67
2005880000052431722399805536969181,116.67,116.67
2005880000052431722440865286147879,75,75
2005880000052431722440516691089978,241.67,241.67
2005880000052431722377652247092010,41.67,41.67
2005880000052431722440847469226532,66.67,66.67
2005880000052431722440518012137254,91.67,91.67
2005880000052431722399806322549311,66.67,66.67
2005880000052431722377652889059212,41.67,41.67
2005880000052431722386166248805998,58.33,58.33
2005880000052431722427366344142378,83.33,83.33
2005880000052431722440848178935772,83.33,83.33
2005880000052431722394120422187891,133.33,133.33
2005880000052431722395221070688573,200,200
B2024073110000020187,1000,1000
2005880000052431722395321845385088,200,200
2005880000052431722402189192241391,127.78,127.78
2005880000052431722408794467374611,41.67,41.67
2005880000052431722408364594640968,300,300
2005880000052431722415761663412197,144.44,144.44
2005880000052431722415760713083172,50,50
2005880000052431722400046556070238,41.67,41.67
B2024073110000013017,56.08,56.08
B2024073110000020181,41.67,41.67
2005880000052431722386698845045661,125,125
2005880000052431722430025461686245,333.33,333.33
2005880000052431722433051066366414,250,250
2005880000052431722402189870115524,33.33,33.33
B2024073117000326550,58.33,58.33
B2024073117000326550,58.33,58.33
2005880000052431722416832336044919,333.33,333.33
B240731080336684999,350.01,350.01
2005880000052431722430852007389093,43.33,43.33
2005880000052431722396437688238323,183.33,183.33
2005880000052431722396017447885915,141.67,141.67
2005880000052431722401114062605009,416.67,416.67
2005880000052431722401131528544195,416.67,416.67
2005880000052431722441290763051743,150,150
2005880000052431722402191784998272,55.56,55.56
2005880000052431722441291770863821,100,100
2005880000052431722408748665116930,141.67,141.67
2005880000052431722440850009732993,58.33,58.33
2005880000052431722439561146855429,211.11,211.11
2005880000052431722422353853577901,41.67,41.67
2005880000052431722440866810958633,83.33,83.33
2005880000052431722390040074745513,49.58,49.58
2005880000052431722415767508499202,66.67,66.67
2005880000052431722427367497041239,225,225
2005880000052431722423075243111286,75,75
B240731120701696896,249.99,249.99
2005880000052431722398688921546803,83.33,83.33
2005880000052431722388351932084316,50,50
2005880000052431722388335039539304,50,50
2005880000052431722388128521745348,50,50
2005880000052431722388359647249028,50,50
2005880000052431722393126252855398,41.67,41.67
2005880000052431722430852754972642,141.67,141.67
2005880000052431722424452287550786,166.67,166.67
B2024073110000020191,41.67,41.67
2005880000052431722427417418711322,308.33,308.33
2005880000052431722407011058395642,516.67,516.67
2005880000052431722430027347226414,106.67,106.67
2005880000052431722416655438010273,125,125
2005880000052431722416687401046385,125,125
2005880000052431722416703111522165,125,125
2005880000052431722376221488992766,41.67,41.67
2005880000052431722413254022699866,66.67,66.67
2005880000052431722413144376481449,66.67,66.67
2005880000052431722408742983263495,58.33,58.33
B2024073117000337276,34.88,34.88
2005880000052431722357401073557186,91.67,91.67
B240731221035734592,200,200
2005880000052431722440851240834017,91.67,91.67
2005880000052431722392138578756710,66.67,66.67
2005880000052431722392391732828003,83.33,83.33
B240731102043690161,166.66,166.66
2005880000052431722392415061402860,83.33,83.33
2005880000052431722422357051373971,250,250
2005880000052431722380639956929906,116.67,116.67
2005880000052431722427417972053226,50,50
2005880000052431722358871108845938,41.67,41.67
2005880000052431722358939860715803,41.67,41.67
2005880000052431722409816758591351,233.33,233.33
2005880000052431722394288812211636,83.33,83.33
2005880000052431722439561878413203,522.22,522.22
2005880000052431722401132205836762,166.67,166.67
2005880000052431722401172576045975,166.67,166.67
2005880000052431722401162183258995,166.67,166.67
2005880000052431722401114745338734,166.67,166.67
2005880000052431722408366249947952,175,175
2005880000052431722430501117729314,100,100
2005880000052431722396560674613626,166.67,166.67
2005880000052431722440867484141050,91.67,91.67
2005880000052431722389064968634721,108.33,108.33
2005880000052431722402393672421641,58.33,58.33
2005880000052431722402412534305177,58.33,58.33
2005880000052431722413144971571263,66.67,66.67
2005880000052431722413254486996275,66.67,66.67
2005880000052431722396439071903756,183.33,183.33
2005880000052431722377656247070935,91.67,91.67
2005880000052431722380640905143058,66.67,66.67
2005880000052431722380602385014302,83.33,83.33
2005880000052431722407247935538429,375,375
2005880000052431722389324621134869,91.67,91.67
B240731221051734602,291.65,291.65
B2024073117000338228,225,225
2005880000052431722395222537486723,233.33,233.33
2005880000052431722408750250982111,191.67,191.67
2005880000052431722357770103288540,100,100
2005880000052431722400049214043699,150,150
2005880000052431722425757270843711,166.67,166.67
2005880000052431722396398679423183,41.67,41.67
2005880000052431722419258570023627,83.33,83.33
2005880000052431722392139191618889,216.67,216.67
2005880000052431722386700191199185,416.67,416.67
2005880000052431722392601121376455,233.33,233.33
2005880000052431722423142501270294,233.33,233.33
2005880000052431722439562391701545,188.89,188.89
2005880000052431722439562887642177,144.44,144.44
2005880000052431722402194944404434,66.67,66.67
2005880000052431722376227400096039,83.33,83.33
2005880000052431722398690462517413,100,100
2005880000052431722407248592849550,200,200
2005880000052431722425053720961136,141.67,141.67
2005880000052431722386700847352065,125,125
2005880000052431722415770818843410,88.67,88.67
2005880000052431722431449679793512,775,775
2005880000052431722396018735460406,125,125
2005880000052431722396439817894058,183.33,183.33
2005880000052431722393127157370337,41.67,41.67
2005880000052431722427836630321927,233.33,233.33
2005880000052431722396399236820676,66.67,66.67
2005880000052431722440852530404430,183.33,183.33
2005880000052431722394359529574505,225,225
2005880000052431722441123300164079,50,50
2005880000052431722441124594117245,41.67,41.67
2005880000052431722425172764059975,58.33,58.33
2005880000052431722397004805958421,216.67,216.67
2005880000052431722388130070476373,41.67,41.67
2005880000052431722415927505555724,66.67,66.67
2005880000052431722390128096762268,416.67,416.67
2005880000052431722420160990395408,100,100
2005880000052431722407012317902358,83.33,83.33
2005880000052431722368824988271698,308.33,308.33
2005880000052431722419036263333487,50,50
2005880000052431722399926252571891,91.67,91.67
2005880000052431722430856042887894,83.33,83.33
2005880000052431722418845797480312,500,500
2005880000052431722417438737422471,50,50
2005880000052431722430949844004776,250,250
2005880000052431722376230159624508,83.33,83.33
2005880000052431722427419863530715,58.33,58.33
